time,wristR,elbowR,shoulderR,thoraxR,axillaR,scapulaR,backR,backL,scapulaL,axillaL,thoraxL,shoulderL,elbowL,wristL,accelX,accelY,accelZ,gyroX,gyroY,gyroZ
16:35:16.720,201,386,494,286,420,405,284,255,505,368,227,475,512,210,-108,-7724,-2684,184,-906,110
16:35:16.737,201,386,494,286,420,405,284,255,505,368,227,475,512,210,-108,-7724,-2684,184,-906,110
16:35:16.769,202,386,493,288,420,405,285,255,503,368,227,476,512,209,-172,-7624,-2636,170,-849,49
16:35:16.786,202,386,493,288,420,405,285,255,503,368,227,476,512,209,-172,-7624,-2636,170,-849,49
16:35:16.802,202,386,493,288,420,405,285,255,503,368,227,476,512,209,-172,-7624,-2636,170,-849,49
16:35:16.819,202,386,492,288,419,404,283,255,503,367,227,475,511,209,-168,-7852,-2588,97,-910,-21
16:35:16.836,202,386,491,287,420,403,283,255,503,367,228,474,512,209,-508,-7840,-2652,85,-912,44
16:35:16.869,202,386,491,287,420,403,283,255,503,367,228,474,512,209,-508,-7840,-2652,85,-912,44
16:35:16.886,202,385,488,287,419,403,283,255,503,367,228,474,512,209,-232,-7848,-2712,180,-787,113
16:35:16.902,202,385,488,287,419,403,283,255,503,367,228,474,512,209,-232,-7848,-2712,180,-787,113
16:35:16.918,201,386,490,287,419,401,281,254,502,368,228,475,513,209,40,-7868,-2772,165,-821,83
16:35:16.952,202,386,488,288,419,402,283,254,502,368,227,475,511,209,92,-7644,-2308,128,-871,61
16:35:16.969,202,386,488,288,419,402,283,254,502,368,227,475,511,209,92,-7644,-2308,128,-871,61
16:35:16.985,202,386,488,288,419,402,283,254,502,368,227,475,511,209,92,-7644,-2308,128,-871,61
16:35:17.001,202,386,488,288,419,402,283,254,502,368,227,475,511,209,92,-7644,-2308,128,-871,61
16:35:17.018,201,385,487,286,419,401,280,255,501,368,229,475,511,208,476,-7812,-2716,155,-843,23
16:35:17.051,201,385,490,286,420,403,283,255,499,367,229,474,512,209,88,-7720,-2416,202,-916,2
16:35:17.068,201,385,490,286,420,403,283,255,499,367,229,474,512,209,88,-7720,-2416,202,-916,2
16:35:17.084,201,385,490,286,420,403,283,255,499,367,229,474,512,209,88,-7720,-2416,202,-916,2
16:35:17.101,203,386,491,289,420,402,284,255,499,367,229,473,512,210,128,-7860,-3024,89,-929,-28
16:35:17.117,203,386,491,289,420,402,284,255,499,367,229,473,512,210,128,-7860,-3024,89,-929,-28
16:35:17.150,203,386,491,289,420,402,284,255,499,367,229,473,512,210,128,-7860,-3024,89,-929,-28
16:35:17.167,201,385,492,287,419,402,282,254,501,367,228,471,511,209,224,-7580,-2316,57,-1018,-34
16:35:17.183,201,386,493,288,420,402,283,254,499,367,228,469,511,210,236,-7824,-2656,110,-962,-65
16:35:17.200,201,386,493,288,420,402,283,254,499,367,228,469,511,210,236,-7824,-2656,110,-962,-65
16:35:17.217,201,385,494,287,419,402,283,254,500,367,228,471,511,209,136,-7708,-2696,78,-972,-64
16:35:17.250,202,385,495,288,419,401,283,254,500,367,228,471,511,209,-224,-7784,-2728,91,-888,-142
16:35:17.267,202,386,494,288,417,401,281,253,500,367,228,471,508,209,-156,-7760,-3032,85,-937,-79
16:35:17.284,200,382,494,285,419,402,283,253,499,367,228,471,511,208,-144,-7900,-2688,75,-952,-140
16:35:17.300,201,385,494,287,419,403,283,252,498,367,228,471,512,209,-80,-7964,-2368,97,-912,-84
16:35:17.316,202,385,494,288,420,403,283,253,498,366,228,473,511,209,-32,-7872,-2768,87,-866,-26
16:35:17.349,202,385,491,288,417,404,281,253,498,367,228,474,511,209,-480,-7500,-2680,-3,-892,-8
16:35:17.366,202,385,491,288,417,404,281,253,498,367,228,474,511,209,-480,-7500,-2680,-3,-892,-8
16:35:17.383,202,385,491,288,417,404,281,253,498,367,228,474,511,209,-480,-7500,-2680,-3,-892,-8
16:35:17.399,202,385,490,288,418,401,282,253,498,367,228,471,511,209,-76,-7652,-3016,-210,-1230,73
16:35:17.432,202,385,490,288,418,401,282,253,498,367,228,471,511,209,-76,-7652,-3016,-210,-1230,73
16:35:17.448,202,385,490,288,418,401,282,253,498,367,228,471,511,209,-76,-7652,-3016,-210,-1230,73
16:35:17.465,202,385,490,288,418,401,282,253,498,367,228,471,511,209,-76,-7652,-3016,-210,-1230,73
16:35:17.482,201,386,488,287,418,405,280,252,498,369,228,472,511,207,-400,-8016,-2776,-222,-1246,62
16:35:17.499,202,385,489,287,418,410,281,253,501,366,228,473,511,210,-48,-8208,-2188,47,-1081,-35
