time,wristR,elbowR,shoulderR,thoraxR,axillaR,scapulaR,backR,backL,scapulaL,axillaL,thoraxL,shoulderL,elbowL,wristL,accelX,accelY,accelZ,gyroX,gyroY,gyroZ
15:33:16.008,229,521,472,294,552,622,293,230,519,399,205,373,385,225,156,-8812,-276,-95,-1074,-201
15:33:16.036,233,523,474,293,556,619,296,233,528,410,204,374,385,225,172,-8672,-268,68,-1219,-136
15:33:16.317,229,536,478,292,558,629,291,233,565,424,204,385,390,229,-880,-8620,908,-641,-1148,-96
15:33:16.317,229,536,478,292,558,629,291,233,565,424,204,385,390,229,-880,-8620,908,-641,-1148,-96
15:33:16.317,229,536,478,292,558,629,291,233,565,424,204,385,390,229,-880,-8620,908,-641,-1148,-96
15:33:16.317,229,536,478,292,558,629,291,233,565,424,204,385,390,229,-880,-8620,908,-641,-1148,-96
15:33:16.317,229,536,478,292,558,629,291,233,565,424,204,385,390,229,-880,-8620,908,-641,-1148,-96
15:33:16.318,229,536,478,292,558,629,291,233,565,424,204,385,390,229,-880,-8620,908,-641,-1148,-96
15:33:16.318,229,536,478,292,558,629,291,233,565,424,204,385,390,229,-880,-8620,908,-641,-1148,-96
15:33:16.318,229,536,478,292,558,629,291,233,565,424,204,385,390,229,-880,-8620,908,-641,-1148,-96
15:33:16.318,229,536,478,292,558,629,291,233,565,424,204,385,390,229,-880,-8620,908,-641,-1148,-96
15:33:16.318,229,536,478,292,558,629,291,233,565,424,204,385,390,229,-880,-8620,908,-641,-1148,-96
15:33:16.318,229,536,478,292,558,629,291,233,565,424,204,385,390,229,-880,-8620,908,-641,-1148,-96
15:33:16.318,229,536,478,292,558,629,291,233,565,424,204,385,390,229,-880,-8620,908,-641,-1148,-96
15:33:16.318,229,536,478,292,558,629,291,233,565,424,204,385,390,229,-880,-8620,908,-641,-1148,-96
15:33:16.337,229,535,479,292,558,628,293,232,565,422,203,385,391,229,-828,-8824,836,-505,-1130,-73
15:33:16.337,229,535,479,292,558,628,293,232,565,422,203,385,391,229,-828,-8824,836,-505,-1130,-73
15:33:16.371,230,532,475,293,552,631,288,232,572,415,203,382,390,228,-532,-8984,904,-354,-1222,139
15:33:16.388,230,532,475,293,552,631,288,232,572,415,203,382,390,228,-532,-8984,904,-354,-1222,139
15:33:16.404,230,532,475,293,552,631,288,232,572,415,203,382,390,228,-532,-8984,904,-354,-1222,139
15:33:16.421,230,532,475,293,552,631,288,232,572,415,203,382,390,228,-532,-8984,904,-354,-1222,139
15:33:16.437,230,532,475,293,552,631,288,232,572,415,203,382,390,228,-532,-8984,904,-354,-1222,139
15:33:16.470,231,528,474,293,551,638,287,232,573,412,202,377,388,228,-928,-8916,604,110,-859,189
15:33:16.487,231,528,474,293,551,638,287,232,573,412,202,377,388,228,-928,-8916,604,110,-859,189
15:33:16.503,229,526,472,291,551,642,284,232,570,412,201,376,387,227,-676,-8788,724,297,-982,130
15:33:16.520,231,525,474,292,551,644,287,231,568,412,203,375,385,227,-632,-8564,548,354,-972,174
15:33:16.537,231,525,474,292,551,644,287,231,568,412,203,375,385,227,-632,-8564,548,354,-972,174
15:33:16.570,229,526,473,291,547,644,286,232,569,413,203,375,385,227,-624,-8416,972,471,-1023,112
15:33:16.586,230,525,473,292,547,644,288,232,567,415,203,375,386,227,-664,-8496,1008,355,-560,207
15:33:16.603,230,525,473,292,547,644,288,232,567,415,203,375,386,227,-664,-8496,1008,355,-560,207
15:33:16.619,230,525,473,292,547,644,288,232,567,415,203,375,386,227,-664,-8496,1008,355,-560,207
15:33:16.636,231,525,474,292,545,644,287,233,562,418,202,375,385,226,-284,-8164,532,578,-1001,190
15:33:16.669,230,525,475,292,542,637,288,234,559,424,203,375,385,226,-424,-8136,360,584,-673,260
